antecedent_movie,antecedent_rating,consequent_movie,consequent_rating,support,confidence,lift,antecedent_support,consequent_support,zhangs_metric,jaccard,certainty,kulczynski
Fight Club (1999),high,Schindler's List (1993),high,0.0084192696657201,0.1044499381953028,1.3949591546203022,0.0806057888706222,0.0748767000448363,0.3079561831994985,0.0572493224932249,0.0319668071833233,0.1084458606478842
"Matrix, The (1999)",high,Schindler's List (1993),high,0.0081701788472076,0.0895196506550218,1.1955608433787446,0.0912668759029542,0.0748767000448363,0.1800005615866694,0.0517187007253232,0.0158281070327546,0.0993173768910505
Schindler's List (1993),high,"Matrix, The (1999)",high,0.0081701788472076,0.1091151031270791,1.1955608433787446,0.0748767000448363,0.0912668759029542,0.1768115370976003,0.0517187007253232,0.0196407798404616,0.0993173768910505
"Silence of the Lambs, The (1991)",high,Terminator 2: Judgment Day (1991),high,0.0099138145767946,0.1107401224262659,1.785450985913604,0.0895232401733672,0.0620236138095949,0.4831725931034026,0.0699964825888146,0.0519378838677733,0.1352897399279924
Terminator 2: Judgment Day (1991),high,"Silence of the Lambs, The (1991)",high,0.0099138145767946,0.1598393574297188,1.785450985913604,0.0620236138095949,0.0895232401733672,0.4690069211577324,0.0699964825888146,0.0772299968092989,0.1352897399279924
Forrest Gump (1994),high,Terminator 2: Judgment Day (1991),high,0.0097643600856872,0.1039787798408488,1.6764385925665528,0.0939072385791859,0.0620236138095949,0.445315761008604,0.0668029993183367,0.044729448042562,0.1307042493581754
Terminator 2: Judgment Day (1991),high,Forrest Gump (1994),high,0.0097643600856872,0.157429718875502,1.6764385925665526,0.0620236138095949,0.0939072385791859,0.4301786202052523,0.0668029993183367,0.0701059350664147,0.1307042493581754
"Shawshank Redemption, The (1994)",high,Terminator 2: Judgment Day (1991),high,0.0096149055945797,0.0849845882870981,1.3701973017565636,0.1131370497683455,0.0620236138095949,0.304644701387106,0.0580800481492627,0.0244792670855598,0.1200023343041916
Terminator 2: Judgment Day (1991),high,"Shawshank Redemption, The (1994)",high,0.0096149055945797,0.1550200803212851,1.3701973017565636,0.0620236138095949,0.1131370497683455,0.28804360389278,0.0580800481492627,0.047226046078483,0.1200023343041916
Pulp Fiction (1994),high,Terminator 2: Judgment Day (1991),high,0.0089672694664474,0.0941422594142259,1.5178454403387611,0.095252328999153,0.0620236138095949,0.3770901014995503,0.0604635539133355,0.0342424884863903,0.119360286333619
Terminator 2: Judgment Day (1991),high,Pulp Fiction (1994),high,0.0089672694664474,0.144578313253012,1.517845440338761,0.0620236138095949,0.095252328999153,0.3637313221443241,0.0604635539133355,0.054519050819212,0.119360286333619
"Matrix, The (1999)",high,Terminator 2: Judgment Day (1991),high,0.0087679968116375,0.0960698689956331,1.5489240806018834,0.0912668759029542,0.0620236138095949,0.3899831049932468,0.0606687349189934,0.0362975610977982,0.1187176654215113
Terminator 2: Judgment Day (1991),high,"Matrix, The (1999)",high,0.0087679968116375,0.1413654618473895,1.5489240806018834,0.0620236138095949,0.0912668759029542,0.3778246132452633,0.0606687349189934,0.0551301417500493,0.1187176654215113
Star Wars: Episode VI - Return of the Jedi (1983),high,Terminator 2: Judgment Day (1991),high,0.0078214517012902,0.1253993610223642,2.021800300242504,0.0623723409555123,0.0620236138095949,0.539010666023215,0.067094017094017,0.0675664634481578,0.1257518893465234
Terminator 2: Judgment Day (1991),high,Star Wars: Episode VI - Return of the Jedi (1983),high,0.0078214517012902,0.1261044176706827,2.021800300242504,0.0620236138095949,0.0623723409555123,0.5388102690260744,0.067094017094017,0.0679716261571443,0.1257518893465234
Star Wars: Episode V - The Empire Strikes Back (1980),high,Terminator 2: Judgment Day (1991),high,0.0080705425198027,0.1182481751824817,1.9065025063758685,0.0682508842724057,0.0620236138095949,0.5103083086294335,0.066041581736649,0.059942406014338,0.1241843285550962
Terminator 2: Judgment Day (1991),high,Star Wars: Episode V - The Empire Strikes Back (1980),high,0.0080705425198027,0.1301204819277108,1.9065025063758685,0.0620236138095949,0.0682508842724057,0.5069203471582906,0.066041581736649,0.0664015630505768,0.1241843285550962
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),high,Terminator 2: Judgment Day (1991),high,0.0081203606835052,0.1225563909774436,1.9759634024821089,0.0662581577243062,0.0620236138095949,0.5289660696230479,0.0675787728026534,0.0645355022355123,0.12674004287828
Terminator 2: Judgment Day (1991),high,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),high,0.0081203606835052,0.1309236947791164,1.9759634024821089,0.0620236138095949,0.0662581577243062,0.5265780243756525,0.0675787728026534,0.0692541922478367,0.12674004287828
Star Wars: Episode IV - A New Hope (1977),high,Terminator 2: Judgment Day (1991),high,0.0076221790464803,0.0979513444302176,1.5792589050182806,0.077815971703283,0.0620236138095949,0.3977423069060156,0.0576488319517709,0.0383034489456001,0.1104214553476389
Terminator 2: Judgment Day (1991),high,Star Wars: Episode IV - A New Hope (1977),high,0.0076221790464803,0.1228915662650602,1.5792589050182806,0.0620236138095949,0.077815971703283,0.3910456683204406,0.0576488319517709,0.0488791750655585,0.1104214553476389
Ace Ventura: When Nature Calls (1995),low,"Shawshank Redemption, The (1994)",high,0.0075723608827778,0.1581685744016649,1.3980263293547424,0.0478752553180889,0.1131370497683455,0.2990216259831243,0.0493506493506493,0.0507761933470744,0.1125497209304669
"Shawshank Redemption, The (1994)",high,Ace Ventura: When Nature Calls (1995),low,0.0075723608827778,0.066930867459269,1.3980263293547424,0.1131370497683455,0.0478752553180889,0.3210258013588064,0.0493506493506493,0.0200137768161316,0.1125497209304669
Dumb & Dumber (Dumb and Dumber) (1994),low,Ace Ventura: When Nature Calls (1995),low,0.017535993623275,0.3302063789868668,6.897224396881765,0.05310616250685,0.0478752553180889,0.9029672680400044,0.2101492537313432,0.2965274510989628,0.3482457493269401
Ace Ventura: When Nature Calls (1995),low,Dumb & Dumber (Dumb and Dumber) (1994),low,0.017535993623275,0.3662851196670135,6.897224396881765,0.0478752553180889,0.05310616250685,0.8980064286121998,0.2101492537313432,0.3307434738294292,0.3482457493269401
Ace Ventura: When Nature Calls (1995),low,Star Wars: Episode I - The Phantom Menace (1999),low,0.0072734519005629,0.1519250780437044,3.11819232267002,0.0478752553180889,0.0487221641010312,0.7134583737105569,0.0814277746793084,0.1084887191186844,0.1506046658112182
Star Wars: Episode I - The Phantom Menace (1999),low,Ace Ventura: When Nature Calls (1995),low,0.0072734519005629,0.1492842535787321,3.118192322670021,0.0487221641010312,0.0478752553180889,0.7140935552949026,0.0814277746793084,0.1065081007788766,0.1506046658112182
Ace Ventura: Pet Detective (1994),low,Ace Ventura: When Nature Calls (1995),low,0.0214716285557714,0.3824312333629104,7.988077156393028,0.0561450704927016,0.0478752553180889,0.926851574495642,0.260108630054315,0.3513783040651789,0.4154611942048683
Ace Ventura: When Nature Calls (1995),low,Ace Ventura: Pet Detective (1994),low,0.0214716285557714,0.4484911550468262,7.988077156393028,0.0478752553180889,0.0561450704927016,0.9188012730428228,0.260108630054315,0.41568473320252,0.4154611942048683
Pulp Fiction (1994),high,Ace Ventura: When Nature Calls (1995),low,0.0073730882279679,0.0774058577405857,1.6168239151163144,0.095252328999153,0.0478752553180889,0.421668350802209,0.0543119266055045,0.0310154762676212,0.1157060506184718
Ace Ventura: When Nature Calls (1995),low,Pulp Fiction (1994),high,0.0073730882279679,0.1540062434963579,1.6168239151163144,0.0478752553180889,0.095252328999153,0.4006864231330535,0.0543119266055045,0.0649395587083526,0.1157060506184718
frozenset({'Dumb & Dumber (Dumb and Dumber) (1994)=low', 'Ace Ventura: Pet Detective (1994)=low'}), 'Ace Ventura: Pet Detective (1994)",low,Ace Ventura: When Nature Calls (1995),low,0.012305086434514,0.5266524520255864,11.000514744546926,0.0233647187764658,0.0478752553180889,0.9308440729686662,0.2087912087912087,0.502851332644914,0.391838192714146
"Dumb & Dumber (Dumb and Dumber) (1994)=low', 'Ace Ventura: When Nature Calls (1995)",low,Ace Ventura: Pet Detective (1994),low,0.012305086434514,0.7017045454545454,12.498061526982331,0.017535993623275,0.0561450704927016,0.9364084443574916,0.2004870129870129,0.6839604845829774,0.4604352363475034
"Ace Ventura: When Nature Calls (1995)=low', 'Ace Ventura: Pet Detective (1994)",low,Dumb & Dumber (Dumb and Dumber) (1994),low,0.012305086434514,0.5730858468677493,10.791324769396184,0.0214716285557714,0.05310616250685,0.9272423753610683,0.1975999999999999,0.5491425371797933,0.40239658197046
Dumb & Dumber (Dumb and Dumber) (1994),low,"Ace Ventura: When Nature Calls (1995)=low', 'Ace Ventura: Pet Detective (1994)",low,0.012305086434514,0.2317073170731707,10.791324769396184,0.05310616250685,0.0214716285557714,0.958220378641664,0.1975999999999999,0.214848843071467,0.40239658197046
Ace Ventura: Pet Detective (1994),low,"Dumb & Dumber (Dumb and Dumber) (1994)=low', 'Ace Ventura: When Nature Calls (1995)",low,0.012305086434514,0.2191659272404613,12.498061526982331,0.0561450704927016,0.017535993623275,0.9747129173004376,0.2004870129870129,0.2052288249834076,0.4604352363475034
Ace Ventura: When Nature Calls (1995),low,"Dumb & Dumber (Dumb and Dumber) (1994)=low', 'Ace Ventura: Pet Detective (1994)",low,0.012305086434514,0.2570239334027055,11.000514744546926,0.0478752553180889,0.0233647187764658,0.9548067814188852,0.2087912087912087,0.2392492050190016,0.391838192714146
Forrest Gump (1994),high,"Lion King, The (1994)",high,0.007074179245753,0.0753315649867374,1.897277922181656,0.0939072385791859,0.0397050764708812,0.5219433491204539,0.0559055118110236,0.0370995281167659,0.1267498477380362
"Lion King, The (1994)",high,Forrest Gump (1994),high,0.007074179245753,0.178168130489335,1.897277922181656,0.0397050764708812,0.0939072385791859,0.4924831725359419,0.0559055118110236,0.0929936707341335,0.1267498477380362
Ace Ventura: When Nature Calls (1995),low,Beverly Hills Cop III (1994),low,0.0074229063916704,0.1550468262226847,6.721932921745032,0.0478752553180889,0.0230658097942509,0.8940354420849476,0.1168627450980391,0.1350971413956119,0.2384305405411479
Beverly Hills Cop III (1994),low,Ace Ventura: When Nature Calls (1995),low,0.0074229063916704,0.3218142548596112,6.721932921745032,0.0230658097942509,0.0478752553180889,0.8713312273904904,0.1168627450980391,0.2877133496126505,0.2384305405411479
Ace Ventura: When Nature Calls (1995),low,Addams Family Values (1993),low,0.0076719972101828,0.1602497398543184,7.533238941676192,0.0478752553180889,0.0212723559009614,0.910862761140074,0.1247974068071312,0.1419980162931758,0.2604527387796182
Addams Family Values (1993),low,Ace Ventura: When Nature Calls (1995),low,0.0076719972101828,0.360655737704918,7.533238941676191,0.0212723559009614,0.0478752553180889,0.8861045042710521,0.1247974068071312,0.3285078810669119,0.2604527387796182
"Matrix, The (1999)",high,Star Wars: Episode VI - Return of the Jedi (1983),high,0.00881781497534,0.0966157205240174,1.5490154617241232,0.0912668759029542,0.0623723409555123,0.3900250165935867,0.0608875128998968,0.0365212984474046,0.1189947612204751
Star Wars: Episode VI - Return of the Jedi (1983),high,"Matrix, The (1999)",high,0.00881781497534,0.1413738019169328,1.5490154617241232,0.0623723409555123,0.0912668759029542,0.3780057556816117,0.0608875128998968,0.0551393194385501,0.1189947612204751
Pulp Fiction (1994),high,Star Wars: Episode VI - Return of the Jedi (1983),high,0.008718178647935,0.0915271966527196,1.467432442819522,0.095252328999153,0.0623723409555123,0.352073438372651,0.0585480093676814,0.0310942786467266,0.1156517772400978
Star Wars: Episode VI - Return of the Jedi (1983),high,Pulp Fiction (1994),high,0.008718178647935,0.139776357827476,1.467432442819522,0.0623723409555123,0.095252328999153,0.3397272044145217,0.0585480093676814,0.0492115429035254,0.1156517772400978
Star Wars: Episode VI - Return of the Jedi (1983),high,"Shawshank Redemption, The (1994)",high,0.0078214517012902,0.1253993610223642,1.1083845767511742,0.0623723409555123,0.1131370497683455,0.1042909448281951,0.046642899584076,0.013826613515443,0.0972659508766598
"Shawshank Redemption, The (1994)",high,Star Wars: Episode VI - Return of the Jedi (1983),high,0.0078214517012902,0.0691325407309555,1.1083845767511742,0.1131370497683455,0.0623723409555123,0.1102606377155073,0.046642899584076,0.007209897991205,0.0972659508766598
Star Wars: Episode VI - Return of the Jedi (1983),high,"Lord of the Rings: The Fellowship of the Ring, The (2001)",high,0.0082698151746126,0.1325878594249201,1.9202280679916464,0.0623723409555123,0.0690479748916454,0.5111074978411068,0.0671521035598705,0.0682525874798748,0.1261784895970199
"Lord of the Rings: The Fellowship of the Ring, The (2001)",high,Star Wars: Episode VI - Return of the Jedi (1983),high,0.0082698151746126,0.1197691197691197,1.9202280679916464,0.0690479748916454,0.0623723409555123,0.5147725272578514,0.0671521035598705,0.0612148951238266,0.1261784895970199
Star Wars: Episode VI - Return of the Jedi (1983),high,Star Wars: Episode IV - A New Hope (1977),high,0.0130523588900513,0.2092651757188498,2.689231672346013,0.0623723409555123,0.077815971703283,0.6699317921227343,0.1026645768025078,0.1425411848200784,0.188499425247389
Star Wars: Episode IV - A New Hope (1977),high,Star Wars: Episode VI - Return of the Jedi (1983),high,0.0130523588900513,0.1677336747759283,2.689231672346013,0.077815971703283,0.0623723409555123,0.6811510053234284,0.1026645768025078,0.1123701213419695,0.188499425247389
Star Wars: Episode VI - Return of the Jedi (1983),high,Forrest Gump (1994),high,0.0082698151746126,0.1325878594249201,1.411902441504733,0.0623723409555123,0.0939072385791859,0.3111424498269365,0.0558734432850892,0.0426894712027942,0.1103257599511868
Forrest Gump (1994),high,Star Wars: Episode VI - Return of the Jedi (1983),high,0.0082698151746126,0.0880636604774535,1.4119024415047332,0.0939072385791859,0.0623723409555123,0.3219711924451711,0.0558734432850892,0.0274003430616824,0.1103257599511868
Star Wars: Episode VI - Return of the Jedi (1983),high,Star Wars: Episode V - The Empire Strikes Back (1980),high,0.0121556319434065,0.194888178913738,2.8554674564492437,0.0623723409555123,0.0682508842724057,0.6930199175842123,0.1026072329688814,0.1359135120213582,0.1864951843473799
Star Wars: Episode V - The Empire Strikes Back (1980),high,Star Wars: Episode VI - Return of the Jedi (1983),high,0.0121556319434065,0.1781021897810219,2.8554674564492437,0.0682508842724057,0.0623723409555123,0.6973922829948382,0.1026072329688814,0.1234283648836115,0.1864951843473799
Star Wars: Episode VI - Return of the Jedi (1983),high,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),high,0.0100134509041996,0.1605431309904153,2.422994186744817,0.0623723409555123,0.0662581577243062,0.6263547043487202,0.0844183116337673,0.1009754184693276,0.1558354752696437
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),high,Star Wars: Episode VI - Return of the Jedi (1983),high,0.0100134509041996,0.1511278195488722,2.422994186744817,0.0662581577243062,0.0623723409555123,0.6289613130527272,0.0844183116337673,0.0946596207324005,0.1558354752696437
"Lord of the Rings: The Fellowship of the Ring, The (2001)",high,"Lord of the Rings: The Two Towers, The (2002)",high,0.0130523588900513,0.189033189033189,3.0874395471628997,0.0690479748916454,0.0612265231903552,0.7262533409967414,0.111347216319592,0.1361421780653366,0.2011073186825831
"Lord of the Rings: The Two Towers, The (2002)",high,"Lord of the Rings: The Fellowship of the Ring, The (2001)",high,0.0130523588900513,0.2131814483319772,3.0874395471629,0.0612265231903552,0.0690479748916454,0.7202025144983074,0.111347216319592,0.1548237390896226,0.2011073186825831
"Lord of the Rings: The Two Towers, The (2002)",high,"Shawshank Redemption, The (1994)",high,0.0097145419219847,0.1586655817737998,1.402419296761552,0.0612265231903552,0.1131370497683455,0.3056610551409957,0.059001512859304,0.0513366039178454,0.1222654196847863
"Shawshank Redemption, The (1994)",high,"Lord of the Rings: The Two Towers, The (2002)",high,0.0097145419219847,0.0858652575957727,1.402419296761552,0.1131370497683455,0.0612265231903552,0.3235522370001641,0.059001512859304,0.0262456652366773,0.1222654196847863
Pulp Fiction (1994),high,"Lord of the Rings: The Two Towers, The (2002)",high,0.0080207243561002,0.0842050209205021,1.3753029983215936,0.095252328999153,0.0612265231903552,0.3016172461567875,0.0540268456375838,0.0244771484258776,0.1076029172950761
"Lord of the Rings: The Two Towers, The (2002)",high,Pulp Fiction (1994),high,0.0080207243561002,0.1310008136696501,1.3753029983215936,0.0612265231903552,0.095252328999153,0.2906851415545222,0.0540268456375838,0.0395121046633383,0.1076029172950761
"Lord of the Rings: The Two Towers, The (2002)",high,"Silence of the Lambs, The (1991)",high,0.0070243610820505,0.1147274206672091,1.2815378492225311,0.0612265231903552,0.0895232401733672,0.2340154550011967,0.0488734835355285,0.0276823985036599,0.0965957637559751
"Silence of the Lambs, The (1991)",high,"Lord of the Rings: The Two Towers, The (2002)",high,0.0070243610820505,0.0784641068447412,1.2815378492225311,0.0895232401733672,0.0612265231903552,0.2412884238368653,0.0488734835355285,0.0183618136645346,0.0965957637559751
"Lord of the Rings: The Two Towers, The (2002)",high,Fight Club (1999),high,0.00881781497534,0.1440195280716029,1.7867144542529578,0.0612265231903552,0.0806057888706222,0.4690305895446046,0.0662921348314606,0.0689733940385416,0.1267069210197322
Fight Club (1999),high,"Lord of the Rings: The Two Towers, The (2002)",high,0.00881781497534,0.1093943139678615,1.7867144542529578,0.0806057888706222,0.0612265231903552,0.4789169563467099,0.0662921348314606,0.0513092795731736,0.1267069210197322
"Lord of the Rings: The Two Towers, The (2002)",high,"Lord of the Rings: The Return of the King, The (2003)",high,0.0121556319434065,0.1985353946297803,3.058481179127844,0.0612265231903552,0.0649130673043391,0.7169358164184974,0.1066433566433566,0.1428982938947032,0.192897781735458
"Lord of the Rings: The Return of the King, The (2003)",high,"Lord of the Rings: The Two Towers, The (2002)",high,0.0121556319434065,0.1872601688411358,3.058481179127844,0.0649130673043391,0.0612265231903552,0.7197623081827472,0.1066433566433566,0.1342535220307854,0.192897781735458
"Matrix, The (1999)",high,"Lord of the Rings: The Two Towers, The (2002)",high,0.0098141782493897,0.107532751091703,1.7563099370738449,0.0912668759029542,0.0612265231903552,0.4738733544141231,0.0687849162011173,0.0493263061273485,0.1339128360828735
"Lord of the Rings: The Two Towers, The (2002)",high,"Matrix, The (1999)",high,0.0098141782493897,0.1602929210740439,1.7563099370738449,0.0612265231903552,0.0912668759029542,0.4587096082502663,0.0687849162011173,0.0759585441981954,0.1339128360828735
Forrest Gump (1994),high,"Lord of the Rings: The Two Towers, The (2002)",high,0.0075225427190753,0.0801061007957559,1.3083561930620096,0.0939072385791859,0.0612265231903552,0.260108185733407,0.0509618629767128,0.0201108979661011,0.1014851089820928
"Lord of the Rings: The Two Towers, The (2002)",high,Forrest Gump (1994),high,0.0075225427190753,0.1228641171684296,1.3083561930620096,0.0612265231903552,0.0939072385791859,0.2510532626894081,0.0509618629767128,0.0319579626084169,0.1014851089820928
"Lord of the Rings: The Two Towers, The (2002)",high,Star Wars: Episode V - The Empire Strikes Back (1980),high,0.0078214517012902,0.1277461350691619,1.8717139921483843,0.0612265231903552,0.0682508842724057,0.4961051313702717,0.0642915642915642,0.0638532946181514,0.1211723376075736
Star Wars: Episode V - The Empire Strikes Back (1980),high,"Lord of the Rings: The Two Towers, The (2002)",high,0.0078214517012902,0.1145985401459853,1.8717139921483847,0.0682508842724057,0.0612265231903552,0.4998452171064214,0.0642915642915642,0.0568529238139654,0.1211723376075736
"Lord of the Rings: The Two Towers, The (2002)",high,"Godfather, The (1972)",high,0.0071738155731579,0.1171684296175752,1.7473416699209423,0.0612265231903552,0.067055248343546,0.4555966827047808,0.0592348827642945,0.0537150578156452,0.1120760424462319
"Godfather, The (1972)",high,"Lord of the Rings: The Two Towers, The (2002)",high,0.0071738155731579,0.1069836552748885,1.7473416699209423,0.067055248343546,0.0612265231903552,0.4584430976071388,0.0592348827642945,0.048741398446871,0.1120760424462319
"Lord of the Rings: The Two Towers, The (2002)",high,Star Wars: Episode IV - A New Hope (1977),high,0.0077218153738853,0.1261187957689178,1.6207314900572904,0.0612265231903552,0.077815971703283,0.407973445813162,0.0588012139605462,0.0523787254858996,0.1126752749651247
Star Wars: Episode IV - A New Hope (1977),high,"Lord of the Rings: The Two Towers, The (2002)",high,0.0077218153738853,0.0992317541613316,1.6207314900572904,0.077815971703283,0.0612265231903552,0.4153126040140039,0.0588012139605462,0.040483920679283,0.1126752749651247
"Dark Knight, The (2008)",high,"Lord of the Rings: The Two Towers, The (2002)",high,0.0076221790464803,0.1350397175639894,2.2055754683986653,0.0564439794749165,0.0612265231903552,0.5793016819540207,0.0692621095518334,0.0786272686617469,0.1297655870163315
"Lord of the Rings: The Two Towers, The (2002)",high,"Dark Knight, The (2008)",high,0.0076221790464803,0.1244914564686737,2.2055754683986653,0.0612265231903552,0.0564439794749165,0.5822529110703222,0.0692621095518334,0.0721181101212084,0.1297655870163315
"Dark Knight, The (2008)",high,Forrest Gump (1994),high,0.0077218153738853,0.1368049426301853,1.456809343987114,0.0564439794749165,0.0939072385791859,0.3323261913683278,0.0541390150192106,0.0473436119098147,0.1095165296705303
Forrest Gump (1994),high,"Dark Knight, The (2008)",high,0.0077218153738853,0.0822281167108753,1.4568093439871144,0.0939072385791859,0.0564439794749165,0.3460665309278715,0.0541390150192106,0.0273265568499155,0.1095165296705303
"Dark Knight, The (2008)",high,Fight Club (1999),high,0.0086683604842325,0.1535745807590467,1.905254981196753,0.0564439794749165,0.0806057888706222,0.5035587275000304,0.0675203725261932,0.0793661641601921,0.1305573769060994
Fight Club (1999),high,"Dark Knight, The (2008)",high,0.0086683604842325,0.107540173053152,1.905254981196753,0.0806057888706222,0.0564439794749165,0.516792321801711,0.0675203725261932,0.0541527926977783,0.1305573769060994
"Dark Knight, The (2008)",high,"Lord of the Rings: The Return of the King, The (2003)",high,0.0082698151746126,0.146513680494263,2.257075294367876,0.0564439794749165,0.0649130673043391,0.5902657090876707,0.0731277533039647,0.0872652695024689,0.1369559960414523
"Lord of the Rings: The Return of the King, The (2003)",high,"Dark Knight, The (2008)",high,0.0082698151746126,0.1273983115886416,2.257075294367876,0.0649130673043391,0.0564439794749165,0.5956117490740802,0.0731277533039647,0.0751988547264415,0.1369559960414523
"Matrix, The (1999)",high,"Dark Knight, The (2008)",high,0.0082698151746126,0.0906113537117904,1.6053324828391602,0.0912668759029542,0.0564439794749165,0.4149469981235176,0.059306895319757,0.0362112831603362,0.1185625171030267
"Dark Knight, The (2008)",high,"Matrix, The (1999)",high,0.0082698151746126,0.146513680494263,1.6053324828391602,0.0564439794749165,0.0912668759029542,0.3996329563237109,0.059306895319757,0.0607954119051226,0.1185625171030267
"Dark Knight, The (2008)",high,"Lord of the Rings: The Fellowship of the Ring, The (2001)",high,0.0077716335375878,0.1376875551632833,1.9940853497782007,0.0564439794749165,0.0690479748916454,0.5283384777840955,0.0660177740160812,0.0737305236149508,0.1251208338586979
"Lord of the Rings: The Fellowship of the Ring, The (2001)",high,"Dark Knight, The (2008)",high,0.0077716335375878,0.1125541125541125,1.9940853497782007,0.0690479748916454,0.0564439794749165,0.535491559331662,0.0660177740160812,0.0594666684951795,0.1251208338586979
