group_id,antecedent_movie,antecedent_rating,consequent_movie,consequent_rating,support,confidence,lift
Group82,"Lord of the Rings: The Two Towers, The (2002)",high,,,,,
Group82,,,"Lord of the Rings: The Fellowship of the Ring, The (2001)",high,0.013052358890051312,0.21318144833197722,3.0874395471628997
Group83,"Lord of the Rings: The Two Towers, The (2002)",high,,,,,
Group83,,,"Shawshank Redemption, The (1994)",high,0.009714541921984756,0.15866558177379986,1.4024192967615519
Group84,"Shawshank Redemption, The (1994)",high,,,,,
Group84,,,"Lord of the Rings: The Two Towers, The (2002)",high,0.009714541921984756,0.08586525759577279,1.4024192967615519
Group85,Pulp Fiction (1994),high,,,,,
Group85,,,"Lord of the Rings: The Two Towers, The (2002)",high,0.008020724356100234,0.0842050209205021,1.3753029983215936
Group86,"Lord of the Rings: The Two Towers, The (2002)",high,,,,,
Group86,,,Pulp Fiction (1994),high,0.008020724356100234,0.13100081366965013,1.3753029983215936
Group87,"Lord of the Rings: The Two Towers, The (2002)",high,,,,,
Group87,,,"Silence of the Lambs, The (1991)",high,0.0070243610820505155,0.11472742066720912,1.2815378492225311
Group88,"Silence of the Lambs, The (1991)",high,,,,,
Group88,,,"Lord of the Rings: The Two Towers, The (2002)",high,0.0070243610820505155,0.07846410684474123,1.2815378492225311
Group89,"Lord of the Rings: The Two Towers, The (2002)",high,,,,,
Group89,,,Fight Club (1999),high,0.008817814975340009,0.14401952807160293,1.7867144542529578
Group90,Fight Club (1999),high,,,,,
Group90,,,"Lord of the Rings: The Two Towers, The (2002)",high,0.008817814975340009,0.10939431396786156,1.7867144542529578
Group91,"Lord of the Rings: The Two Towers, The (2002)",high,,,,,
Group91,,,"Lord of the Rings: The Return of the King, The (2003)",high,0.012155631943406566,0.19853539462978032,3.058481179127844
Group92,"Lord of the Rings: The Return of the King, The (2003)",high,,,,,
Group92,,,"Lord of the Rings: The Two Towers, The (2002)",high,0.012155631943406566,0.18726016884113586,3.058481179127844
Group93,"Matrix, The (1999)",high,,,,,
Group93,,,"Lord of the Rings: The Two Towers, The (2002)",high,0.009814178249389727,0.10753275109170304,1.7563099370738449
Group94,"Lord of the Rings: The Two Towers, The (2002)",high,,,,,
Group94,,,"Matrix, The (1999)",high,0.009814178249389727,0.16029292107404394,1.7563099370738449
Group95,Forrest Gump (1994),high,,,,,
Group95,,,"Lord of the Rings: The Two Towers, The (2002)",high,0.007522542719075375,0.08010610079575597,1.3083561930620096
Group96,"Lord of the Rings: The Two Towers, The (2002)",high,,,,,
Group96,,,Forrest Gump (1994),high,0.007522542719075375,0.12286411716842963,1.3083561930620096
Group97,"Lord of the Rings: The Two Towers, The (2002)",high,,,,,
Group97,,,Star Wars: Episode V - The Empire Strikes Back (1980),high,0.00782145170129029,0.1277461350691619,1.8717139921483845
Group98,Star Wars: Episode V - The Empire Strikes Back (1980),high,,,,,
Group98,,,"Lord of the Rings: The Two Towers, The (2002)",high,0.00782145170129029,0.11459854014598539,1.8717139921483847
Group99,"Lord of the Rings: The Two Towers, The (2002)",high,,,,,
Group99,,,"Godfather, The (1972)",high,0.007173815573157973,0.11716842961757527,1.7473416699209425
Group100,"Godfather, The (1972)",high,,,,,
Group100,,,"Lord of the Rings: The Two Towers, The (2002)",high,0.007173815573157973,0.10698365527488857,1.7473416699209425
Group101,"Lord of the Rings: The Two Towers, The (2002)",high,,,,,
Group101,,,Star Wars: Episode IV - A New Hope (1977),high,0.0077218153738853185,0.12611879576891782,1.6207314900572904
Group102,Star Wars: Episode IV - A New Hope (1977),high,,,,,
Group102,,,"Lord of the Rings: The Two Towers, The (2002)",high,0.0077218153738853185,0.09923175416133163,1.6207314900572904
Group103,"Dark Knight, The (2008)",high,,,,,
Group103,,,"Lord of the Rings: The Two Towers, The (2002)",high,0.007622179046480347,0.13503971756398941,2.2055754683986653
Group104,"Lord of the Rings: The Two Towers, The (2002)",high,,,,,
Group104,,,"Dark Knight, The (2008)",high,0.007622179046480347,0.12449145646867373,2.2055754683986653
Group105,"Dark Knight, The (2008)",high,,,,,
Group105,,,Forrest Gump (1994),high,0.0077218153738853185,0.13680494263018533,1.4568093439871141
Group106,Forrest Gump (1994),high,,,,,
Group106,,,"Dark Knight, The (2008)",high,0.0077218153738853185,0.08222811671087533,1.4568093439871144
Group107,"Dark Knight, The (2008)",high,,,,,
Group107,,,Fight Club (1999),high,0.008668360484232552,0.15357458075904679,1.905254981196753
Group108,Fight Club (1999),high,,,,,
Group108,,,"Dark Knight, The (2008)",high,0.008668360484232552,0.10754017305315205,1.905254981196753
Group109,"Dark Knight, The (2008)",high,,,,,
Group109,,,"Lord of the Rings: The Return of the King, The (2003)",high,0.008269815174612664,0.14651368049426303,2.257075294367876
Group110,"Lord of the Rings: The Return of the King, The (2003)",high,,,,,
Group110,,,"Dark Knight, The (2008)",high,0.008269815174612664,0.12739831158864162,2.257075294367876
Group111,"Matrix, The (1999)",high,,,,,
Group111,,,"Dark Knight, The (2008)",high,0.008269815174612664,0.0906113537117904,1.6053324828391602
Group112,"Dark Knight, The (2008)",high,,,,,
Group112,,,"Matrix, The (1999)",high,0.008269815174612664,0.14651368049426303,1.6053324828391602
Group113,"Dark Knight, The (2008)",high,,,,,
Group113,,,"Lord of the Rings: The Fellowship of the Ring, The (2001)",high,0.007771633537587804,0.13768755516328332,1.9940853497782007
Group114,"Lord of the Rings: The Fellowship of the Ring, The (2001)",high,,,,,
Group114,,,"Dark Knight, The (2008)",high,0.007771633537587804,0.11255411255411256,1.9940853497782007
Group115,"Dark Knight, The (2008)",high,,,,,
Group115,,,"Shawshank Redemption, The (1994)",high,0.008817814975340009,0.1562224183583407,1.3808245723060204
Group116,"Shawshank Redemption, The (1994)",high,,,,,
Group116,,,"Dark Knight, The (2008)",high,0.008817814975340009,0.07793923381770144,1.3808245723060204
Group117,Toy Story (1995),high,,,,,
Group117,,,"Shawshank Redemption, The (1994)",high,0.008269815174612664,0.15118397085610202,1.3362905534982543
Group118,"Shawshank Redemption, The (1994)",high,,,,,
Group118,,,Toy Story (1995),high,0.008269815174612664,0.07309555261999119,1.3362905534982543
Group119,Toy Story (1995),high,,,,,
Group119,,,Pulp Fiction (1994),high,0.007074179245753001,0.12932604735883424,1.357720579829435
Group120,Pulp Fiction (1994),high,,,,,
Group120,,,Toy Story (1995),high,0.007074179245753001,0.07426778242677824,1.357720579829435
Group121,Toy Story (1995),high,,,,,
Group121,,,Forrest Gump (1994),high,0.007223633736860459,0.1320582877959927,1.4062631357713324
Group122,Forrest Gump (1994),high,,,,,
Group122,,,Toy Story (1995),high,0.007223633736860459,0.07692307692307693,1.4062631357713327
Group123,Toy Story (1995),high,,,,,
Group123,,,Star Wars: Episode IV - A New Hope (1977),high,0.007273451900562946,0.1329690346083789,1.7087627603674709
Group124,Star Wars: Episode IV - A New Hope (1977),high,,,,,
Group124,,,Toy Story (1995),high,0.007273451900562946,0.09346991037131883,1.7087627603674707
Group125,"Godfather, The (1972)",high,,,,,
Group125,,,Fargo (1996),high,0.0070243610820505155,0.10475482912332838,1.9308941092677416
Group126,Fargo (1996),high,,,,,
Group126,,,"Godfather, The (1972)",high,0.0070243610820505155,0.12947658402203857,1.9308941092677419
Group127,Pulp Fiction (1994),high,,,,,
Group127,,,Fargo (1996),high,0.00916654212125741,0.09623430962343096,1.7738395749046187
Group128,Fargo (1996),high,,,,,
Group128,,,Pulp Fiction (1994),high,0.00916654212125741,0.1689623507805326,1.7738395749046185
Group129,"Shawshank Redemption, The (1994)",high,,,,,
Group129,,,Fargo (1996),high,0.009017087630149953,0.07970057243505065,1.469081350311085
Group130,Fargo (1996),high,,,,,
Group130,,,"Shawshank Redemption, The (1994)",high,0.009017087630149953,0.1662075298438935,1.469081350311085
Group131,"Silence of the Lambs, The (1991)",high,,,,,
Group131,,,Fargo (1996),high,0.008618542320530066,0.09627156371730662,1.7745262612465527
Group132,Fargo (1996),high,,,,,
Group132,,,"Silence of the Lambs, The (1991)",high,0.008618542320530066,0.1588613406795225,1.7745262612465527
Group133,"Usual Suspects, The (1995)",high,,,,,
Group133,,,Fargo (1996),high,0.00807054251980272,0.11432604093154551,2.1073155368401406
Group134,Fargo (1996),high,,,,,
Group134,,,"Usual Suspects, The (1995)",high,0.00807054251980272,0.1487603305785124,2.1073155368401406
Group135,"Shawshank Redemption, The (1994)",high,,,,,
Group135,,,"Sixth Sense, The (1999)",high,0.0075723608827778606,0.06693086745926904,1.359821156386546
Group136,"Sixth Sense, The (1999)",high,,,,,
Group136,,,"Shawshank Redemption, The (1994)",high,0.0075723608827778606,0.15384615384615385,1.359821156386546
Group137,"Lord of the Rings: The Fellowship of the Ring, The (2001)",high,,,,,
Group137,,,"Sixth Sense, The (1999)",high,0.007273451900562946,0.10533910533910534,2.1401537059431797
Group138,"Sixth Sense, The (1999)",high,,,,,
Group138,,,"Lord of the Rings: The Fellowship of the Ring, The (2001)",high,0.007273451900562946,0.14777327935222673,2.1401537059431797
Group139,"Matrix, The (1999)",high,,,,,
Group139,,,"Sixth Sense, The (1999)",high,0.007970906192397749,0.08733624454148471,1.7743931545356504
Group140,"Sixth Sense, The (1999)",high,,,,,
Group140,,,"Matrix, The (1999)",high,0.007970906192397749,0.16194331983805668,1.7743931545356504
Group141,Forrest Gump (1994),high,,,,,
Group141,,,"Sixth Sense, The (1999)",high,0.007123997409455488,0.07586206896551725,1.541274605612174
Group142,"Sixth Sense, The (1999)",high,,,,,
Group142,,,Forrest Gump (1994),high,0.007123997409455488,0.14473684210526316,1.5412746056121738
Group143,Blade Runner (1982),high,,,,,
Group143,,,Star Wars: Episode V - The Empire Strikes Back (1980),high,0.007223633736860459,0.1724137931034483,2.52617669267556
Group144,Star Wars: Episode V - The Empire Strikes Back (1980),high,,,,,
Group144,,,Blade Runner (1982),high,0.007223633736860459,0.10583941605839416,2.52617669267556
Group145,Blade Runner (1982),high,,,,,
Group145,,,"Shawshank Redemption, The (1994)",high,0.0070243610820505155,0.1676575505350773,1.4818978475960398
Group146,"Shawshank Redemption, The (1994)",high,,,,,
Group146,,,Blade Runner (1982),high,0.0070243610820505155,0.062087186261558784,1.4818978475960398
Group147,Eternal Sunshine of the Spotless Mind (2004),high,,,,,
Group147,,,Fight Club (1999),high,0.0070243610820505155,0.16926770708283315,2.099944798685853
Group148,Fight Club (1999),high,,,,,
Group148,,,Eternal Sunshine of the Spotless Mind (2004),high,0.0070243610820505155,0.08714462299134734,2.099944798685853
Group149,Pulp Fiction (1994),high,,,,,
Group149,,,Eternal Sunshine of the Spotless Mind (2004),high,0.007074179245753001,0.07426778242677824,1.7896484953814162
Group150,Eternal Sunshine of the Spotless Mind (2004),high,,,,,
Group150,,,Pulp Fiction (1994),high,0.007074179245753001,0.17046818727490995,1.789648495381416
Group151,Snatch (2000),high,,,,,
Group151,,,Fight Club (1999),high,0.007123997409455488,0.22807017543859648,2.829451564634702
Group152,Fight Club (1999),high,,,,,
Group152,,,Snatch (2000),high,0.007123997409455488,0.08838071693448703,2.829451564634702
Group153,Dumb & Dumber (Dumb and Dumber) (1994),low,,,,,
Group153,,,Ace Ventura: Pet Detective (1994),low,0.023364718776465898,0.4399624765478424,7.836172840944844
Group154,Ace Ventura: Pet Detective (1994),low,,,,,
Group154,,,Dumb & Dumber (Dumb and Dumber) (1994),low,0.023364718776465898,0.4161490683229813,7.836172840944844
Group155,Dumb & Dumber (Dumb and Dumber) (1994),low,,,,,
Group155,,,"Shawshank Redemption, The (1994)",high,0.007373088227967917,0.13883677298311445,1.227155677714688
Group156,"Shawshank Redemption, The (1994)",high,,,,,
Group156,,,Dumb & Dumber (Dumb and Dumber) (1994),low,0.007373088227967917,0.06516952884191986,1.227155677714688
Group157,Dumb & Dumber (Dumb and Dumber) (1994),low,,,,,
Group157,,,Home Alone (1990),low,0.009614905594579783,0.18105065666041273,5.634464854487542
Group158,Home Alone (1990),low,,,,,
Group158,,,Dumb & Dumber (Dumb and Dumber) (1994),low,0.009614905594579783,0.2992248062015504,5.634464854487543
Group159,Home Alone (1990),low,,,,,
Group159,,,Ace Ventura: When Nature Calls (1995),low,0.008419269665720121,0.262015503875969,5.472879510200131
Group160,Ace Ventura: When Nature Calls (1995),low,,,,,
Group160,,,Home Alone (1990),low,0.008419269665720121,0.17585848074921956,5.472879510200131
Group161,Home Alone (1990),low,,,,,
Group161,,,Waterworld (1995),low,0.007472724555372889,0.23255813953488375,5.537532069850203
Group162,Waterworld (1995),low,,,,,
Group162,,,Home Alone (1990),low,0.007472724555372889,0.1779359430604982,5.537532069850203
Group163,Home Alone (1990),low,,,,,
Group163,,,Ace Ventura: Pet Detective (1994),low,0.010411996213819559,0.32403100775193805,5.7713171416190345
Group164,Ace Ventura: Pet Detective (1994),low,,,,,
Group164,,,Home Alone (1990),low,0.010411996213819559,0.18544809228039041,5.7713171416190345
Group165,Home Alone (1990),low,,,,,
Group165,,,"Mask, The (1994)",low,0.007671997210182833,0.23875968992248064,6.876073537753163
Group166,"Mask, The (1994)",low,,,,,
Group166,,,Home Alone (1990),low,0.007671997210182833,0.22094691535150648,6.876073537753163
Group167,Batman Forever (1995),low,,,,,
Group167,,,Home Alone (1990),low,0.0075723608827778606,0.16450216450216448,5.119460384576664
Group168,Home Alone (1990),low,,,,,
Group168,,,Batman Forever (1995),low,0.0075723608827778606,0.2356589147286822,5.119460384576664
Group169,Dumb & Dumber (Dumb and Dumber) (1994),low,,,,,
Group169,,,Cliffhanger (1993),low,0.007223633736860459,0.13602251407129456,5.250730624909799
Group170,Cliffhanger (1993),low,,,,,
Group170,,,Dumb & Dumber (Dumb and Dumber) (1994),low,0.007223633736860459,0.27884615384615385,5.250730624909799
Group171,Batman Forever (1995),low,,,,,
Group171,,,Cliffhanger (1993),low,0.008170178847207691,0.17748917748917747,6.851423576423576
Group172,Cliffhanger (1993),low,,,,,
Group172,,,Batman Forever (1995),low,0.008170178847207691,0.3153846153846154,6.851423576423576
Group173,Pulp Fiction (1994),high,,,,,
Group173,,,"Shawshank Redemption, The (1994)",high,0.016091266875902954,0.16893305439330544,1.4931718189506034
Group174,"Shawshank Redemption, The (1994)",high,,,,,
Group174,,,Pulp Fiction (1994),high,0.016091266875902954,0.14222809335094672,1.4931718189506034
